------deviceVg0VD0.s2p-----
Cb,1.88e-12
Cpg,4.00e-12
Cpd,4.42e-13
Cds,1.00e-12
Cg,1.00e-11
Lds,1.00e-10
Ls,1.00e-12
Ld,9.90e-11
Lg,1.00e-10
Rch,2.00e-01
Rds,1.40e+00
Rs,8.00e-02
Rd,1.32e+00
Rg,5.00e-01
Rdy,3.00e+03
Ggd,5.00e-07
Cgd,2.44e-13
Rgd,1.01e+01
Ggs,1.00e-04
Cgs,3.93e-12
Rgs,2.32e+00
gm,6.71e-01
Tgm,3.83e-12
gds,9.49e-03
Cds_intrinsic,6.66e-13
